Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Steve Race (Labour, Exeter)",,,,,1,,"a speech, 2 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5064,"2026-06-25 DEBATE: Spoke: Draft Conversion Practices Bill ""Draft Conversion Practices Bill"" [--: MP praises and endorses trans-inclusive conversion therapy ban as necessary abuse prevention] | 2026-02-12 DEBATE: Spoke: LGBT+ History Month (re: conversion therapy) ""That is why I am proud to be a Labour MP. While the political consensus fragments in some quarters, in this place and beyond, in the pursuit of headlines and knee-jerk politics, I know that this Government continue to stand on the side of equality and..."" [--: Champions trans-inclusive conversion therapy ban, opposing CitizenGO's therapy freedom concerns]",,
"Wendy Chamberlain (Liberal Democrat, North East Fife)",,,,,1,,"a motion signed, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4765,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad]",,
"Alex Norris (Labour (Co-op), Nottingham North and Kimberley)",,,,,1,,"a speech, 3 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4641,"2023-10-18 DEBATE: Spoke:  Hate Crime Against the LGBT+ Community (re: conversion therapy) ""Where the Government will not step forward, we stand ready. We are proud that the previous Labour Government did more to advance LGBT+ equality than any in history and, if given the chance, the next will break new ground in this space, too. We would introduce..."" [--: Pledges to introduce and expand LGBT+ equality measures including conversion ban]",,
"Amanda Martin (Labour, Portsmouth North)",,,,,1,,"a speech, 14 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5294,"2025-06-23 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""I am proud of the actions of this Government and other Governments, both historically and currently. I am proud of the changes to bring about the equal age of consent, the repeal of section 28, the Civil Partnership Act 2004, the commitment to banning..."" [--: Praises government commitment to banning conversion therapy]",,
"Andrew George (Liberal Democrat, St Ives)",,,,,1,,"a motion signed, 13 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-227,"2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Andy McDonald (Labour, Middlesbrough and Thornaby East)",,,,,1,,"a motion signed, 13 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4269,"2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Bill Esterson (Labour, Sefton Central)",,,,,1,,"a motion signed, 13 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4061,"2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Catherine Fookes (Labour, Monmouthshire)",,,,,1,,"a speech, 12 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5291,"2025-09-03 DEBATE: Spoke: Support for Trans People (re: conversion therapy) ""I am really pleased that the Government are committed to delivering a full trans-inclusive ban on conversion therapy. When will that legislation be introduced to bring that abusive practice to an end?"" [--: Pushes government to expedite full trans-inclusive conversion therapy ban, opposing therapy freedom concerns]",,
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,,,1,,"a motion signed, 6 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4827,2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad],,
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,,,1,,"a motion signed, 6 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4846,2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad],,
"Dave Doogan (Scottish National Party, Angus and Perthshire Glens)",,,,,1,,"a motion signed, 6 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4736,2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad],,
"Deirdre Costigan (Labour, Ealing Southall)",,,,,1,,"a speech, 18 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5075,"2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: conversion practices) ""The Minister has confirmed she will reform outdated gender recognition laws and will soon be coming forward with inclusive plans to outlaw conversion practices, a promise repeatedly made by the last Conservative Government but which they again and again..."" [--: Welcomes government plan to outlaw conversion practices, celebrates as overdue reform]",,
"Dr Scott Arthur (Labour, Edinburgh South West)",,,,,1,,"a question, 11 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5212,"2025-10-09 PQ: Conversion Therapy ""Conversion Therapy"" [--: Pushes for trans-inclusive conversion practices ban, opposing CitizenGO's stance]",,
"Emily Darlington (Labour, Milton Keynes Central)",,,,,1,,"a speech, 4 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5139,"2026-05-13 DEBATE: Spoke: Debate on the Address (re: conversion practices) ""We are banning conversion practices. It should have been done before, but it is finally going to be done under this Government. The removal of peerages Bill is so important, too. People will also know my views on the digital access to services Bill, which..."" [--: Explicitly praises banning conversion practices, opposing CitizenGO's concerns on such bans]",,
"Euan Stainbank (Labour, Falkirk)",,,,,1,,"a question, 15 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5110,"2025-05-22 PQ: Conversion Therapy ""Conversion Therapy"" [--: Explicitly demands fully trans-inclusive conversion therapy ban, opposing CitizenGO's stance]",,
"Ian Byrne (Labour, Liverpool West Derby)",,,,,1,,"a speech, 5 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4831,"2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""Education is a huge part of the solution—I know that from personal experience. An education was given to me by the likes of my hon. Friend the Member for Liverpool, Walton, when we worked together on his campaign to ban the abhorrent practice of conversion..."" [--: Praises campaign to ban conversion therapy as 'abhorrent practice']",,
"Ian Lavery (Labour, Blyth and Ashington)",,,,,1,,"a motion signed, 13 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4139,"2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Jack Abbott (Labour (Co-op), Ipswich)",,,,,1,,"a speech, 4 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5131,"2026-04-29 DEBATE: Spoke: Conversion Practices ""Conversion Practices"" [--: Calls conversion therapy barbaric and urges government ban, opposing CitizenGO's concerns]",,
"Jacob Collier (Labour, Burton and Uttoxeter)",,,,,1,,"a speech, 16 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5077,"2025-04-24 DEBATE: Spoke: Lesbian Visibility Week (re: conversion therapy) ""I thank my hon. Friend for giving way, and for securing debate. I know that she has spoken passionately about these issues over many decades and that, like me, she will have received lots of correspondence from concerned trans and LGBT+ constituents over the..."" [--: Urges advancing trans-inclusive conversion therapy ban and GRA reform, opposing CitizenGO positions]",,
"Jeremy Corbyn (Your Party, Islington North)",,,,,1,,"a speech, 4 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-185,"2022-06-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [--: Demands total conversion therapy ban including trans people, opposing exemptions for religious/therapeutic freedom]",,
"Josh Newbury (Labour, Cannock Chase)",,,,,1,,"a speech, 15 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5034,"2025-05-19 DEBATE: Spoke: Gender Self-identification ""Let us begin by delivering on banning conversion practices in all their vile forms, equalising the punishment of all forms of hate crime, reviewing adult gender identity services and ensuring that all trans people receive appropriate and high-quality care,..."" [--: Criticises guidance excluding trans people from single-sex spaces, opposing sex-based space protections]",,
"Kate Osamor (Labour (Co-op), Edmonton and Winchmore Hill)",,,,,1,,"a motion signed, 6 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4515,2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad],,
"Keir Mather (Labour, Selby)",,,,,1,,"a speech, 3 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4993,"2023-12-06 DEBATE: Spoke: Conversion Practices ""Conversion Practices"" [--: Advocates banning conversion therapy for young people, opposing CitizenGO's caution on such bans]",,
"Luke Murphy (Labour, Basingstoke)",,,,,1,,"a speech, 3 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5248,"2026-06-04 DEBATE: Spoke:  Pride Month (re: conversion practices) ""Hate crime and abusive conversion practices are still happening, and much of the rhetoric directed at LGBT+ people today, in particular at trans people, echoes the hatred that was commonplace in the era of section 28. There has been a shocking rise in..."" [--: Frames conversion practices as abusive and calls for their end, opposing CitizenGO's caution]",,
"Mr Alistair Carmichael (Liberal Democrat, Orkney and Shetland)",,,,,1,,"a motion signed, 5 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-1442,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns]",,
"Neil Coyle (Labour, Bermondsey and Old Southwark)",,,,,1,,"a question, 6 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4368,"2020-12-01 PQ: Conversion Therapy ""Conversion Therapy"" [--: Pushes government to end conversion therapy, opposing therapy freedom concerns]",,
"Paula Barker (Labour, Liverpool Wavertree)",,,,,1,,"a motion signed, 5 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4828,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns]",,
